,selected_features,Coefficients
0,Laptop_Q5_feat1,1.0
1,Laptop_Q9_feat2,0.9996193902899131
2,Laptop_Q10_feat3,1.0
3,Laptop_Q12_feat1,1.0
4,Laptop_Q13_feat2,0.9996193902899131
5,Laptop_Q13_feat4,1.9992387805798262
