,num_features,Accuracy_values,F1_values
0,5,0.8708609271523179,0.8517110266159695
1,10,0.8741721854304636,0.8560606060606061
2,15,0.8675496688741722,0.8473282442748091
3,20,0.8774834437086093,0.8603773584905661
4,25,0.8741721854304636,0.8560606060606061
5,30,0.8741721854304636,0.8560606060606061
6,35,0.8675496688741722,0.8473282442748091
7,40,0.8741721854304636,0.8560606060606061
8,45,0.8708609271523179,0.8517110266159695
9,50,0.8940397350993378,0.888111888111888
