,num_features,Accuracy_values,F1_values
0,5,0.9168937329700273,0.9093610698365527
1,10,0.9291553133514986,0.9237536656891495
2,15,0.9318801089918256,0.9269005847953217
3,20,0.9291553133514986,0.9237536656891495
4,25,0.9318801089918256,0.9269005847953217
5,30,0.9318801089918256,0.9269005847953217
6,35,0.9318801089918256,0.9269005847953217
7,40,0.9305177111716622,0.9253294289897511
8,45,0.9318801089918256,0.9269005847953217
9,50,0.9291553133514986,0.9237536656891495
