,num_features,Accuracy_values,F1_values
0,5,0.9444444444444444,0.9411764705882353
1,10,0.9615384615384616,0.9600000000000001
2,15,0.9615384615384616,0.9600000000000001
3,20,0.9615384615384616,0.9600000000000001
4,25,0.9594017094017094,0.957683741648107
5,30,0.9615384615384616,0.9600000000000001
6,35,0.9615384615384616,0.9600000000000001
7,40,0.9572649572649573,0.9553571428571429
8,45,0.9594017094017094,0.957683741648107
9,50,0.9572649572649573,0.9553571428571429
