,num_features,Accuracy_values,F1_values
0,5,0.8780788177339901,0.8611500701262271
1,10,0.8768472906403941,0.8595505617977527
2,15,0.895320197044335,0.8830811554332875
3,20,0.8903940886699507,0.8769017980636238
4,25,0.8928571428571429,0.88
5,30,0.8928571428571429,0.88
6,35,0.8903940886699507,0.8769017980636238
7,40,0.8916256157635468,0.8784530386740331
8,45,0.896551724137931,0.8846153846153846
9,50,0.896551724137931,0.8846153846153846
