,Significant features,Coefficients,p-val
0,intercept,[-0.92345659],1.467821242329137e-07
1,Q1_feat4,0.332538014365,9.292587765941107e-08
2,Q4_feat1,-0.23535089494,1.5076056522733694e-05
3,Desktop_Computer_Q1_feat4,0.340057534825,0.01299782230116131
4,Desktop_Computer_Q3_feat1,0.264502560152,0.0059303819517837475
5,Desktop_Computer_Q3_feat2,0.230097481793,0.011776164233409991
6,Desktop_Computer_Q3_feat3,0.280239017901,0.015835762076530813
7,Desktop_Computer_Q9_feat3,0.324621865047,0.014765855228496383
8,location_1,0.432959690162,6.039613253960852e-14
9,location_2,-0.17075090244,0.002839247342290685
10,Relationship_1,-0.122868788927,0.014915087049218956
