,selected_features
0,Q2_feat2
1,Q4_feat1
2,Q5_feat6
3,Q6_feat1
4,Q6_feat2
5,Q7_feat3
6,Q8_feat1
7,Q10_feat2
8,Q11_feat3
9,Q11_feat5
10,Q13_feat4
11,location_1
12,Relationship_1
