,selected_features
0,Q1_feat1
1,Q1_feat2
2,Q1_feat3
3,Q1_feat4
4,Q1_feat5
5,Q1_feat7
6,Q2_feat2
7,Q3_feat3
8,Q3_feat6
9,Q4_feat1
10,Q4_feat3
11,Q5_feat1
12,Q5_feat4
13,Q5_feat6
14,Q6_feat1
15,Q6_feat2
16,Q6_feat3
17,Q6_feat4
18,Q7_feat3
19,Q7_feat5
20,Q8_feat1
21,Q8_feat2
22,Q9_feat1
23,Q9_feat2
24,Q9_feat4
25,Q10_feat1
26,Q10_feat2
27,Q10_feat4
28,Q11_feat2
29,Q11_feat3
30,Q11_feat5
31,Q12_feat1
32,Q12_feat2
