,selected_features
0,Q1_feat2
1,Q1_feat7
2,Q2_feat1
3,Q4_feat3
4,Q8_feat2
5,Q8_feat5
6,Q9_feat3
7,Q10_feat6
8,Q13_feat2
9,Smart_Phone_Q1_feat2
10,Smart_Phone_Q2_feat5
11,Smart_Phone_Q4_feat1
12,Smart_Phone_Q4_feat3
13,Smart_Phone_Q5_feat1
14,Smart_Phone_Q11_feat2
15,Smart_Phone_Q12_feat5
