,selected_features
0,Q1_feat1
1,Q1_feat3
2,Q1_feat4
3,Q3_feat1
4,Q3_feat6
5,Q5_feat1
6,Q5_feat6
7,Q6_feat3
8,Q7_feat2
9,Q7_feat3
10,Q8_feat1
11,Q8_feat2
12,Q8_feat5
13,Q9_feat3
14,Q10_feat1
15,Q10_feat3
16,Q10_feat4
17,Q10_feat7
18,Q11_feat2
19,Q11_feat3
20,Q11_feat5
21,Q12_feat1
22,Q12_feat2
23,Q12_feat3
24,Q12_feat5
25,Q13_feat1
26,Q13_feat2
27,Q13_feat4
