,selected_features
0,Laptop_Q2_feat5
1,Laptop_Q4_feat1
2,Laptop_Q4_feat3
3,Laptop_Q5_feat1
4,Laptop_Q5_feat6
5,Laptop_Q6_feat2
6,Laptop_Q6_feat4
7,Laptop_Q7_feat3
8,Laptop_Q8_feat1
9,Laptop_Q8_feat2
10,Laptop_Q8_feat5
11,Laptop_Q11_feat2
12,Laptop_Q12_feat1
13,Laptop_Q12_feat5
14,Laptop_Q13_feat1
15,Laptop_Q13_feat2
16,Laptop_Q13_feat4
