,features,Importance
0,Desktop Computer_Q5_feat1,0.1699099837355859
1,Desktop Computer_Q3_feat3,0.13506799114131332
2,Desktop Computer_Q4_feat3,0.06860857818304628
3,Desktop Computer_Q7_feat5,0.06839066143182473
4,Desktop Computer_Q10_feat3,0.059417822926532436
5,Desktop Computer_Q9_feat3,0.052918705830535574
6,Desktop Computer_Q9_feat2,0.045011328437004894
7,Desktop Computer_Q13_feat4,0.043320477505271696
8,Desktop Computer_Q2_feat1,0.04311954790349357
9,Desktop Computer_Q12_feat5,0.03378942046603288
10,Desktop Computer_Q13_feat2,0.032586808022610055
11,Desktop Computer_Q3_feat1,0.027196235885176778
12,Desktop Computer_Q6_feat3,0.022270538903556465
13,Desktop Computer_Q11_feat1,0.01685293335615221
14,Desktop Computer_Q11_feat2,0.016642684995572483
15,Desktop Computer_Q13_feat1,0.01635718207320833
16,Desktop Computer_Q3_feat2,0.013963678854861489
17,Desktop Computer_Q8_feat2,0.009613567064594906
18,Q1_feat4,0.006625835101453832
19,Q10_feat4,0.006172225569226519
20,Desktop Computer_Q9_feat4,0.005390572137433283
21,Desktop Computer_Q11_feat5,0.00488566532470621
22,location_1,0.004851102833994548
23,Desktop Computer_Q12_feat1,0.004767703991384454
24,Q1_feat1,0.004243449360515149
25,Q7_feat3,0.004148476922446477
26,Q10_feat3,0.003649565608774427
27,Q12_feat3,0.003559094269316524
28,Q11_feat1,0.0033936074082634724
29,Q10_feat2,0.0032410032685609423
30,Q6_feat2,0.0030415779888412924
31,Q5_feat4,0.00296775322179789
32,Q11_feat5,0.0028364034258233804
33,Q11_feat3,0.0025460696163090895
34,Desktop Computer_Q4_feat1,0.002452844271625032
35,Desktop Computer_Q10_feat1,0.0024528442716250315
36,Q12_feat2,0.0024497423447843543
37,Desktop Computer_Q6_feat2,0.002432821053081179
38,Desktop Computer_Q5_feat2,0.0024130420201292717
39,Q8_feat2,0.0022793385136481376
40,Q4_feat3,0.0022771290159409527
41,location_3,0.0022539880369489554
42,Q12_feat1,0.002146736020144728
43,Q10_feat6,0.0021217246802575744
44,Q2_feat2,0.002054542415048531
45,Q3_feat4,0.0020447596287341855
46,Relationship_2,0.002037011130752783
47,Q2_feat1,0.0019166576618105725
48,Q3_feat6,0.0019095522122318173
49,Q13_feat2,0.0018758569008016138
50,Q3_feat3,0.0016973797442060591
51,Q1_feat5,0.0015924990729969915
52,location_2,0.0015700762633906057
53,Q7_feat2,0.0015458279813305189
54,Q9_feat4,0.001410630567855797
55,Q5_feat1,0.0012753943497948758
56,Q9_feat6,0.001273034808154545
57,Q10_feat1,0.001178373245496896
58,Q13_feat1,0.001151759805758893
59,Q1_feat3,0.000952914944115685
60,Q5_feat3,0.0009446726552575396
61,Q1_feat2,0.0008947937782450181
62,Q13_feat4,0.0008871578257415545
63,Q2_feat3,0.0008474888654413816
64,Q10_feat7,0.0007999847094362271
65,Q3_feat1,0.0006998307513940482
66,Q3_feat2,0.0006365174040772724
67,Q2_feat5,0.0004881953846225257
68,Q8_feat5,0.00048496564120173197
69,Q9_feat3,0.00048496564120173175
70,Q6_feat3,0.000442968224781052
71,Relationship_3,0.0004417318778284922
72,Q9_feat2,0.0004072899926201317
73,Q8_feat3,0.0004058951562231872
74,Q7_feat1,0.0003940345834764081
75,Q7_feat5,0.00019095522122318214
76,Q6_feat1,0.00013260779251609818
77,Relationship_1,9.692745530676048e-05
78,Q12_feat5,9.51776455532343e-05
79,Q8_feat1,4.9598758759268416e-05
80,Q9_feat1,4.950690920601046e-05
81,Q1_feat7,0.0
82,Q4_feat1,0.0
83,Q5_feat2,0.0
84,Q5_feat6,0.0
85,Q6_feat4,0.0
86,Q11_feat2,0.0
87,Desktop Computer_Q1_feat1,0.0
88,Desktop Computer_Q1_feat2,0.0
89,Desktop Computer_Q1_feat3,0.0
90,Desktop Computer_Q1_feat4,0.0
91,Desktop Computer_Q1_feat5,0.0
92,Desktop Computer_Q1_feat7,0.0
93,Desktop Computer_Q2_feat2,0.0
94,Desktop Computer_Q2_feat3,0.0
95,Desktop Computer_Q2_feat5,0.0
96,Desktop Computer_Q3_feat4,0.0
97,Desktop Computer_Q3_feat6,0.0
98,Desktop Computer_Q5_feat3,0.0
99,Desktop Computer_Q5_feat4,0.0
100,Desktop Computer_Q5_feat6,0.0
101,Desktop Computer_Q6_feat1,0.0
102,Desktop Computer_Q6_feat4,0.0
103,Desktop Computer_Q7_feat1,0.0
104,Desktop Computer_Q7_feat2,0.0
105,Desktop Computer_Q7_feat3,0.0
106,Desktop Computer_Q8_feat1,0.0
107,Desktop Computer_Q8_feat3,0.0
108,Desktop Computer_Q8_feat5,0.0
109,Desktop Computer_Q9_feat1,0.0
110,Desktop Computer_Q9_feat6,0.0
111,Desktop Computer_Q10_feat2,0.0
112,Desktop Computer_Q10_feat4,0.0
113,Desktop Computer_Q10_feat6,0.0
114,Desktop Computer_Q10_feat7,0.0
115,Desktop Computer_Q11_feat3,0.0
116,Desktop Computer_Q12_feat2,0.0
117,Desktop Computer_Q12_feat3,0.0
