,selected_features
0,Q1_feat4
1,Q2_feat3
2,Q3_feat2
3,Q6_feat1
4,Q9_feat2
5,Q10_feat6
6,Q13_feat1
7,Desktop_Computer_Q4_feat1
8,Desktop_Computer_Q4_feat3
9,Desktop_Computer_Q5_feat1
10,location_1
