,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Desktop Computer_Q1_feat1,Desktop Computer_Q1_feat2,Desktop Computer_Q1_feat3,Desktop Computer_Q1_feat4,Desktop Computer_Q1_feat5,Desktop Computer_Q1_feat7,Desktop Computer_Q2_feat1,Desktop Computer_Q2_feat2,Desktop Computer_Q2_feat3,Desktop Computer_Q2_feat5,Desktop Computer_Q3_feat1,Desktop Computer_Q3_feat2,Desktop Computer_Q3_feat3,Desktop Computer_Q3_feat4,Desktop Computer_Q3_feat6,Desktop Computer_Q4_feat1,Desktop Computer_Q4_feat3,Desktop Computer_Q5_feat1,Desktop Computer_Q5_feat2,Desktop Computer_Q5_feat3,Desktop Computer_Q5_feat4,Desktop Computer_Q5_feat6,Desktop Computer_Q6_feat1,Desktop Computer_Q6_feat2,Desktop Computer_Q6_feat3,Desktop Computer_Q6_feat4,Desktop Computer_Q7_feat1,Desktop Computer_Q7_feat2,Desktop Computer_Q7_feat3,Desktop Computer_Q7_feat5,Desktop Computer_Q8_feat1,Desktop Computer_Q8_feat2,Desktop Computer_Q8_feat3,Desktop Computer_Q8_feat5,Desktop Computer_Q9_feat1,Desktop Computer_Q9_feat2,Desktop Computer_Q9_feat3,Desktop Computer_Q9_feat4,Desktop Computer_Q9_feat6,Desktop Computer_Q10_feat1,Desktop Computer_Q10_feat2,Desktop Computer_Q10_feat3,Desktop Computer_Q10_feat4,Desktop Computer_Q10_feat6,Desktop Computer_Q10_feat7,Desktop Computer_Q11_feat1,Desktop Computer_Q11_feat2,Desktop Computer_Q11_feat3,Desktop Computer_Q11_feat5,Desktop Computer_Q12_feat1,Desktop Computer_Q12_feat2,Desktop Computer_Q12_feat3,Desktop Computer_Q12_feat5,Desktop Computer_Q13_feat1,Desktop Computer_Q13_feat2,Desktop Computer_Q13_feat4
Q3_feat1,0.109075582,0.209120411,0.151889716,0.182819174,0.220899076,-0.063459529,0.287654056,0.117195418,0.095991146,-0.232356718,1,0.177413374,0.025663124,0.033187114,-0.238220605,0.076756553,-0.076756553,0.080209898,0.041327591,0.146140708,0.162009425,-0.121038447,-0.059584114,0.232310563,0.159465622,-0.072461226,0.308468592,0.28831043,0.215499931,-0.26758489,0.30464941,0.197107019,0.231586824,-0.304229252,0.217623484,0.236285527,-0.049997098,0.080643669,-0.058059523,0.142974963,-0.053611032,0.034538419,0.159557735,0.171147166,-0.129188577,0.241936721,0.098836951,0.182819174,-0.177198691,0.268787447,0.313983236,0.284290787,-0.275499207,0.15301869,0.120075299,-0.082205164,0.015385402,-0.019451362,0.058265862,-0.024924485,0.117254782,0.058265862,0.028811003,-0.008554523,-0.012148018,0.016592098,0.046969159,-0.00064646,0.027221445,0.026779377,-0.008554523,0.028811003,-0.024924485,-0.026552614,0.052553382,0.101335598,-0.008554523,0.101335598,0.021988496,0.091157757,0.028811003,0.008437191,0.038949231,0.028811003,0.028811003,0.003380356,0.131367662,0.021988496,0.052553382,-0.059390407,-0.019451362,-0.00064646,-0.009614287,0.082569746,-0.008554523,0.117254782,0.038108706,-0.006979858,0.052553382,-0.070338969,0.026779377,0.032548197,0.027221445,0.082569746,-0.042605728,0.028811003,0.028811003,-0.113769386,0.106871092,0.004874393,-0.04118116,0.052553382
Q3_feat2,0.092163591,0.077429665,0.134958959,0.179596686,0.286800538,-0.131260255,0.021124142,0.192668659,0.130311247,-0.063768443,0.177413374,1,0.157531509,0.148089918,-0.265542502,-0.022327214,0.022327214,0.199680766,-0.052093226,0.174141269,0.070253486,-0.194053868,-0.066666667,0.232495277,0.177500249,-0.085140114,0.131057435,0.107670048,0.122524507,-0.003344949,0.130146453,0.259590547,0.302034348,-0.213033827,0.178679208,0.188096031,0.262035093,0.179212464,-0.213003217,0.078145249,0.230801504,0.196739916,0.226633368,-0.034971306,-0.229722929,0.051847585,0.258570498,0.157694651,-0.1117464,0.006681382,0.239121931,0.235007996,-0.010473645,-0.060253599,0.040169066,0.089275945,8.57E-17,0.042107596,0.052270837,0.080933419,0.105190337,0.052270837,0.009375733,0.074074074,0.105190337,0.069486158,0.0265747,0.136794622,0.069504805,0.015151515,0.074074074,0.103133058,0.047211161,0.038320083,0.105190337,0.090909091,0.074074074,0.090909091,0.042107596,0.075465393,0.103133058,0.040008002,0.056327197,0.103133058,0.103133058,0.0265747,9.87E-17,0.126322788,0.039446376,0.069486158,-0.042107596,0.056327197,0.157377895,-0.018518519,-0.018518519,-0.026297584,0.075465393,0.104257207,0.105190337,-0.078406256,0.090909091,0.044602578,0.139009609,0.074074074,8.69E-17,0.009375733,0.056254395,0.081771392,0.090018005,0.038320083,0.069504805,0.105190337
Q3_feat3,0.040508881,0.198510157,0.069349036,0.15595178,0.239209481,-0.15557452,-0.003697464,-0.037577905,0.167847631,-0.043706907,0.025663124,0.157531509,1,0.149795635,-0.297467102,-0.068781577,0.068781577,0.039424869,0.028266229,0.157182169,0.139513008,-0.161905653,-0.040608122,0.076099301,0.145903667,-0.017324157,-0.05282317,-0.026262852,0.098897059,0.083607007,-0.02909985,0.137374476,0.214949316,0.030859347,0.209602294,0.140074063,0.393362528,0.152809191,-0.221141572,0.030482744,0.031967385,0.331354436,0.195510386,-0.04101206,-0.189990149,0.19166701,0.38664023,0.133410077,-0.181624228,0.024909834,0.123505701,0.167829278,-0.020899102,0.008788741,0.008788741,0.110707147,-0.137382972,0.063679422,0.046661055,0.088538637,0.093901158,0.046661055,-0.059078932,-0.029172502,0.026237088,0.085948407,-0.085587654,-0.007605693,0.150368969,0.081152596,0.066124337,-0.107326726,0.088538637,0.008048827,-0.041426981,0.003182455,-0.029172502,0.081152596,-0.066332732,-0.050949331,0.037416657,0.125,-0.090423238,0.037416657,0.037416657,0.096751261,-0.076736435,-0.066332732,0.093901158,0.125679274,0.020342038,0.075211852,0.064045942,-0.029172502,0.066124337,-0.109091051,0.004528829,0.043066841,-0.041426981,0.046661055,0.081152596,-0.01873683,0.078834217,0.066124337,0.044556639,-0.010831137,0.037416657,0.057771893,0.073529412,0.073780918,0.078834217,-0.041426981
Q3_feat4,0.486557005,0.062409287,0.188101896,0.116560089,0.087569811,-0.103476172,-0.08042953,0.220106206,0.243044511,-0.000156955,0.033187114,0.148089918,0.149795635,1,-0.122111888,0.050640667,-0.050640667,-0.063032299,0.13439439,0.35942585,0.280455479,-0.089237256,0.116523383,0.212017588,0.036795075,-0.045788373,0.030313367,-0.003817018,0.130968861,0.077196897,0.275161006,0.213313867,0.320298525,-0.19143608,0.05707289,0.178725951,0.191831249,0.511435264,-0.167916461,0.055948366,0.517930953,0.137327308,0.306885184,-0.076729461,-0.138652454,0.072739938,0.10067162,0.467879164,-0.045788373,0.046946576,0.225301768,0.040156517,-0.03420454,0.120225018,0.120225018,-0.086470896,-0.01377834,0.02855299,0.113667302,0.044314526,0.153419142,0.113667302,0.003946125,0.054992455,0.002767079,0.093333915,0.042254253,0.016181236,0.095074454,0.197689412,0.054992455,0.003946125,0.044314526,-0.01224566,0.078093111,0.110890298,0.054992455,0.110890298,0.02855299,0.096043488,0.057657274,0.075307095,0.016181236,0.057657274,0.057657274,0.093000783,0.053735527,0.02855299,0.153419142,0.04910411,0.02855299,0.108376653,0.071604863,0.054992455,0.054992455,0.002767079,0.157803736,0.015439441,0.002767079,-0.036055757,0.110890298,0.079609946,0.095074454,0.161080262,-0.01377834,0.003946125,0.165079571,0.079609946,0.018008218,0.060929625,0.055256948,0.002767079
Q3_feat6,-0.133655807,-0.282794386,-0.087033539,0.003595297,-0.169543536,0.403776851,-0.113546993,-0.073088168,-0.080864103,0.164795186,-0.238220605,-0.265542502,-0.297467102,-0.122111888,1,-0.173732518,0.173732518,-0.214023057,0.001257542,-0.089984254,-0.061053665,0.603260082,-0.094146887,-0.123474756,-0.093278899,0.301358615,-0.11047495,-0.121239145,-0.03380308,0.117568852,-0.107022704,-0.212575241,-0.150970271,0.252523569,-0.186206796,-0.172545877,-0.285395591,-0.104241533,0.583243601,-0.134386684,-0.119829791,-0.289710126,-0.113913641,0.000844215,0.62595551,-0.243647231,-0.228673366,-0.048219274,0.364302231,-0.074354727,-0.120748462,-0.144010641,0.129620676,-0.118140612,-0.078544921,0.074103715,-0.031294484,-0.044725426,-0.013880129,-0.057310034,-0.027932505,-0.013880129,-0.039834488,-0.019669815,-0.027932505,-0.049204076,-0.042340274,-0.047008547,-0.055369439,-0.024140227,-0.019669815,-0.039834488,-0.057310034,-0.061053665,-0.027932505,-0.024140227,-0.019669815,-0.024140227,-0.044725426,-0.034353033,-0.039834488,-0.037183388,-0.047008547,-0.039834488,-0.039834488,-0.042340274,-0.031294484,-0.044725426,-0.027932505,-0.049204076,-0.044725426,-0.047008547,-0.059203237,-0.019669815,-0.019669815,-0.027932505,-0.034353033,-0.055369439,-0.027932505,-0.013880129,-0.024140227,-0.05132348,-0.055369439,-0.019669815,-0.031294484,-0.039834488,-0.039834488,-0.05132348,-0.037183388,-0.061053665,-0.055369439,-0.027932505
Q4_feat1,0.049386149,0.153862195,0.116978963,-0.265141992,-0.113996426,-0.039982791,0.193295118,0.118605514,-0.037566613,-0.12896374,0.076756553,-0.022327214,-0.068781577,0.050640667,-0.173732518,1,-1,0.081587168,0.028786641,0.02553529,0.034793615,-0.137683014,0.169686827,0.013842592,-0.09999171,-0.072948632,0.086835402,0.103060615,-0.046114921,-0.053323947,-0.015560132,0.094692008,-0.054345366,-0.126456013,-0.057808793,-0.030542984,0.043620741,-0.098794374,-0.148108216,0.241691592,0.166245247,-0.025135744,0.015722428,0.035266668,-0.200835265,0.113831859,0.01896895,-0.121372635,-0.131164967,0.244127578,0.173646398,0.154586867,-0.269859795,0.142974963,0.124664003,-0.17257232,0.089463772,-0.148542959,0.039680114,-0.278883076,0.007926549,0.039680114,0.011304035,0.056231502,-0.063999545,-0.239437722,0.07258514,-0.129715489,-0.259934649,-0.013869936,-0.045067895,0.062590862,-0.278883076,-0.209759868,0.079852643,0.069011389,0.056231502,-0.096751261,-0.010341598,0.098207464,-0.142556445,-0.167264289,-0.041681431,-0.091269618,-0.091269618,-0.169694959,0.089463772,-0.010341598,0.007926549,-0.281671158,-0.194610079,-0.129715489,-0.18945292,0.056231502,-0.045067895,0.079852643,-0.019737775,-0.221914357,-0.063999545,-0.103285002,-0.013869936,-0.056597549,-0.183894065,0.056231502,-0.168402394,-0.039982791,-0.039982791,-0.178589332,-0.167264289,-0.174823657,-0.183894065,-0.135925639
Q4_feat3,-0.049386149,-0.153862195,-0.116978963,0.265141992,0.113996426,0.039982791,-0.193295118,-0.118605514,0.037566613,0.12896374,-0.076756553,0.022327214,0.068781577,-0.050640667,0.173732518,-1,1,-0.081587168,-0.028786641,-0.02553529,-0.034793615,0.137683014,-0.169686827,-0.013842592,0.09999171,0.072948632,-0.086835402,-0.103060615,0.046114921,0.053323947,0.015560132,-0.094692008,0.054345366,0.126456013,0.057808793,0.030542984,-0.043620741,0.098794374,0.148108216,-0.241691592,-0.166245247,0.025135744,-0.015722428,-0.035266668,0.200835265,-0.113831859,-0.01896895,0.121372635,0.131164967,-0.244127578,-0.173646398,-0.154586867,0.269859795,-0.142974963,-0.124664003,0.17257232,-0.089463772,0.148542959,-0.039680114,0.278883076,-0.007926549,-0.039680114,-0.011304035,-0.056231502,0.063999545,0.239437722,-0.07258514,0.129715489,0.259934649,0.013869936,0.045067895,-0.062590862,0.278883076,0.209759868,-0.079852643,-0.069011389,-0.056231502,0.096751261,0.010341598,-0.098207464,0.142556445,0.167264289,0.041681431,0.091269618,0.091269618,0.169694959,-0.089463772,0.010341598,-0.007926549,0.281671158,0.194610079,0.129715489,0.18945292,-0.056231502,0.045067895,-0.079852643,0.019737775,0.221914357,0.063999545,0.103285002,0.013869936,0.056597549,0.183894065,-0.056231502,0.168402394,0.039982791,0.039982791,0.178589332,0.167264289,0.174823657,0.183894065,0.135925639
Q5_feat1,-0.049075457,0.033287086,0.074493929,0.171087999,0.029167006,-0.066274232,0.095750525,0.084419055,0.088164084,-0.093690513,0.080209898,0.199680766,0.039424869,-0.063032299,-0.214023057,0.081587168,-0.081587168,1,-0.563789229,-0.274046169,-0.073457122,-0.29449107,0.096645491,-0.057566796,0.011041978,-0.091804553,0.19096771,0.178516346,0.145536484,-0.1739269,0.043760007,0.032716787,0.10345016,-0.130696666,0.125616307,0.086864093,-0.01569701,-0.117068994,-0.053955699,0.093178788,-0.056105452,0.098649445,0.045092702,-0.002094929,-0.03612361,0.117609687,0.133750314,-0.11178449,-0.123043603,0.18451204,0.092521632,0.208787169,-0.219177192,0.037698652,0.057350077,-0.062941925,0.008471737,0.012107631,0.034443687,0.102621379,-0.007876683,0.034443687,-0.011232921,-0.05990423,0.069314807,0.076775273,0.053064565,0.069412883,0.055792666,-0.029044475,0.048810854,0.043808391,0.023433228,0.039024096,0.069314807,0.05990423,-0.05990423,0.05990423,-0.037331862,0.021957668,0.098849702,0.03355308,0.02217356,0.098849702,0.098849702,0.001061291,0.008471737,0.061547124,0.069314807,0.031450112,0.012107631,0.02217356,0.069921378,-0.05990423,0.048810854,-0.007876683,0.021957668,0.014989074,0.069314807,0.034443687,0.05990423,-0.003562511,0.055792666,0.048810854,0.077657593,0.043808391,0.043808391,0.040078246,0.03355308,0.039024096,0.014989074,0.069314807
Q5_feat2,0.147233696,0.174510833,0.119768696,0.063664879,0.123605464,-0.085960539,0.091977164,0.228694108,0.118995489,-0.029897135,0.041327591,-0.052093226,0.028266229,0.13439439,0.001257542,0.028786641,-0.028786641,-0.563789229,1,0.166230583,0.235054524,-0.074131875,0.009550425,0.129188577,0.10366817,0.039085405,-0.057569942,-0.017821764,-0.028266229,0.104288147,0.170915275,0.05760408,0.059696433,0.005835817,0.006937077,0.04231183,0.146439115,0.156262763,-0.100656796,0.137439249,0.189670256,0.049061466,0.089915821,0.039016201,-0.115182457,0.025658626,-0.022022007,0.203430967,0.005128227,-0.032543118,0.064631546,0.012242325,0.101482706,0.129562868,0.086840254,-0.059206632,0.007674057,0.010967603,0.136828567,-0.037593406,0.023631223,0.136828567,0.033700439,0.075728116,0.023631223,-0.056910642,0.021688336,0.001257542,-0.075130137,0.044594959,0.075728116,0.033700439,-0.080632586,-0.050238122,0.107539191,0.141283144,0.075728116,0.044594959,0.010967603,0.063461378,-0.02613005,-0.016412649,0.001257542,0.033700439,-0.02613005,-0.034839774,0.082879815,0.010967603,0.023631223,-0.056910642,-0.04277365,0.001257542,-0.044065982,0.075728116,0.075728116,0.107539191,0.063461378,-0.030776201,0.023631223,-0.029952522,0.044594959,-0.015877196,-0.030776201,0.075728116,0.007674057,0.033700439,0.033700439,-0.063315161,-0.016412649,-0.050238122,-0.030776201,0.023631223
Q5_feat3,0.257273722,0.023023043,0.366956689,0.202495032,0.03832897,-0.076251594,0.141376963,0.431377262,0.182694999,-0.136289479,0.146140708,0.174141269,0.157182169,0.35942585,-0.089984254,0.02553529,-0.02553529,-0.274046169,0.166230583,1,0.457558779,-0.065758937,0.031533689,0.353440766,0.068342851,0.038017714,0.247463339,0.217935761,0.157676452,-0.149433254,0.347012083,0.263140333,0.202693588,-0.16346622,0.133379018,0.261237455,0.132323004,0.5089722,-0.123737645,0.128937451,0.243986154,0.119140251,0.313939323,0.071268847,-0.102172998,0.172767389,0.09921182,0.384332355,-0.109244577,0.086696795,0.311283516,0.149574699,-0.0636884,0.085453558,0.131772411,-0.087074036,0.021632083,0.205711127,0.154250642,0.076944794,0.219444434,0.154250642,0.118348828,0.218591743,0.037502348,0.066061686,0.102811139,0.132704052,0.086361213,0.268271685,0.090469789,0.118348828,0.076944794,0.059877617,0.219444434,0.268271685,0.218591743,0.058617577,0.205711127,0.158004112,0.053482021,0.067222563,0.132704052,0.118348828,0.053482021,0.102811139,0.184704709,0.147446126,0.128473391,0.066061686,0.030916123,0.188376128,0.113512633,0.090469789,0.090469789,0.128473391,0.232591795,0.182536201,0.037502348,-0.026569489,0.058617577,0.158911679,0.134448707,0.090469789,0.021632083,0.118348828,0.183215636,0.107480555,0.067222563,0.104064413,0.182536201,0.037502348
Q5_feat4,0.222628943,0.079762931,0.294229293,0.281329271,0.104279302,-0.051736154,0.228138128,0.318527125,0.267888619,-0.155490893,0.162009425,0.070253486,0.139513008,0.280455479,-0.061053665,0.034793615,-0.034793615,-0.073457122,0.235054524,0.457558779,1,-0.044616962,0.005748012,0.239807,0.126487772,0.050773843,0.20115674,0.213084072,0.123415354,-0.164196962,0.333983058,0.146887574,0.170886431,-0.110910647,0.201276025,0.161193861,0.053602323,0.345333952,-0.083955096,0.139887445,0.118437153,0.080835798,0.23200314,0.130436727,-0.069323639,0.14967255,0.028781668,0.404704578,-0.099100754,0.105868864,0.284809422,0.152401209,-0.075989112,0.026552614,0.120833633,-0.059079103,0.180642605,0.100041128,0.227343092,0.052206485,0.210614653,0.227343092,0.124310482,0.148312915,0.087168266,0.08106489,0.194503842,0.090038738,0.058595458,0.253144792,0.148312915,0.036287164,0.115526232,0.04062653,0.210614653,0.253144792,0.148312915,0.110895999,0.179105891,0.259026253,0.124310482,0.045610022,0.165584939,0.124310482,0.124310482,0.028174204,0.2912862,0.100041128,0.210614653,0.008579861,0.100041128,0.090038738,0.046235628,0.322172552,0.148312915,0.210614653,0.157811848,0.058595458,0.087168266,-0.018027206,0.110895999,0.142716069,0.058595458,0.148312915,0.069999009,0.212333801,0.124310482,0.072924778,0.045610022,0.100587372,0.058595458,0.087168266
Q5_feat6,-0.073084397,-0.291966595,-0.063602605,-0.003683485,-0.099876554,0.41664195,-0.001821876,-0.053411569,-0.092224641,0.072076111,-0.121038447,-0.194053868,-0.161905653,-0.089237256,0.603260082,-0.137683014,0.137683014,-0.29449107,-0.074131875,-0.065758937,-0.044616962,1,-0.102417319,-0.090233216,-0.018988695,0.197228612,-0.055217664,-0.063580025,-0.004528829,0.06664097,-0.078210341,-0.184488611,-0.110326463,0.248040229,-0.082649153,-0.126093543,-0.275182409,-0.07617791,0.434992176,-0.098207464,-0.14539848,-0.243208903,-0.083246119,0.134972309,0.416067148,-0.20793197,-0.243980425,-0.073103003,0.365888332,-0.063963035,-0.026117274,-0.047942888,0.104784155,-0.091157757,-0.091157757,0.148145338,-0.022869468,-0.032684568,-0.010143358,-0.041881181,-0.020412592,-0.010143358,-0.029110355,-0.014374361,-0.020412592,-0.035957487,-0.03094154,-0.034353033,-0.040463029,-0.017641261,-0.014374361,-0.029110355,-0.041881181,-0.044616962,-0.020412592,-0.017641261,-0.014374361,-0.017641261,-0.032684568,-0.025104603,-0.029110355,-0.027172977,-0.034353033,-0.029110355,-0.029110355,-0.03094154,-0.022869468,-0.032684568,-0.020412592,-0.035957487,-0.032684568,-0.034353033,-0.043264702,-0.014374361,-0.014374361,-0.020412592,-0.025104603,-0.040463029,-0.020412592,-0.010143358,-0.017641261,-0.037506312,-0.040463029,-0.014374361,-0.022869468,-0.029110355,-0.029110355,-0.037506312,-0.027172977,-0.044616962,-0.040463029,-0.020412592
Q6_feat1,0.133466534,0.136185117,0.008193937,-0.173026076,-0.029347032,-0.042190796,-0.011266209,0.047341442,-0.025678981,0.083905846,-0.059584114,-0.066666667,-0.040608122,0.116523383,-0.094146887,0.169686827,-0.169686827,0.096645491,0.009550425,0.031533689,0.005748012,-0.102417319,1,-0.00736235,-0.635928778,-0.344817463,-0.185251456,-0.171924754,-0.16523305,0.182634233,0.010075854,0.032027405,-0.09025497,0.004040297,0.034050189,-0.092680044,0.110979569,0.051630258,-0.083375545,0.231458785,0.182634233,0.067037305,0.040470244,-0.136388094,-0.065327458,0.153814501,0.100144764,-0.087170099,-0.084075863,0.013696833,-0.142297149,-0.083879777,0.049226131,0.059584114,-0.00602536,0.0243792,0.089566859,-0.037054685,0.065338547,-0.093747877,0.002629758,0.065338547,0.095632472,0.001851852,0.002629758,-0.108861648,0.025688877,-0.133575925,-0.079930525,0.039393939,0.001851852,0.003750293,-0.060700064,-0.025546722,0.06705884,0.039393939,0.001851852,-0.034848485,0.086741648,0.003234231,-0.134072975,-0.021004201,-0.054717849,-0.042190796,-0.088131886,-0.017716467,0.089566859,-0.078320129,-0.061799323,-0.033198942,0.00421076,-0.054717849,-0.0747545,0.092592593,0.001851852,0.131487921,0.003234231,-0.079930525,0.002629758,-0.062725005,0.039393939,-0.013380773,-0.079930525,0.001851852,-0.025927249,0.049691382,0.003750293,-0.122657088,-0.021004201,0.005748012,-0.045873171,-0.061799323
Q6_feat2,0.145628316,0.014295731,0.293041762,0.211322967,0.07792229,0.002179814,0.21404922,0.247009965,0.105147543,-0.21887654,0.232310563,0.232495277,0.076099301,0.212017588,-0.123474756,0.013842592,-0.013842592,-0.057566796,0.129188577,0.353440766,0.239807,-0.090233216,-0.00736235,1,0.067854066,-0.200421079,0.326113865,0.345210079,0.262888494,-0.236805059,0.244995722,0.239454774,0.230905011,-0.259175179,0.106206618,0.228596158,0.086455374,0.187993256,-0.100459405,0.155729155,0.144260553,0.101223363,0.254046798,0.119927287,-0.099308282,0.158313384,0.128343785,0.26122574,-0.109489293,0.074562708,0.308049431,0.198378874,-0.080763253,0.072767295,0.072767295,-0.054285539,0.052059679,-0.021537598,0.112412686,-0.035281196,0.001528516,0.112412686,0.002179814,0.053818351,0.076425802,-0.04128552,0.090617887,0.014031222,-0.066254109,0.022897262,0.053818351,0.108990677,-0.1121158,-0.014848731,0.076425802,0.109202327,0.053818351,0.022897262,-0.021537598,0.15540165,0.002179814,-0.040694813,0.014031222,0.055585245,0.002179814,-0.010297487,0.052059679,0.074402611,0.076425802,-0.085263575,-0.069507702,0.014031222,-0.00609827,0.053818351,0.053818351,0.076425802,0.093992933,-0.066254109,0.001528516,-0.036458169,0.109202327,-0.007777416,0.012927631,0.15930232,-0.015069907,0.002179814,0.055585245,-0.007777416,-0.040694813,-0.051228121,-0.026663239,0.001528516
Q6_feat3,-0.027684564,0.006436569,0.185686085,0.201139305,0.16337649,0.040708767,0.096766985,0.171369485,0.167432867,-0.140088752,0.159465622,0.177500249,0.145903667,0.036795075,-0.093278899,-0.09999171,0.09999171,0.011041978,0.10366817,0.068342851,0.126487772,-0.018988695,-0.635928778,0.067854066,1,-0.282485472,0.306792332,0.253025302,0.293241278,-0.233061602,0.151503764,0.080370747,0.296923415,-0.107272148,0.139544054,0.202073626,0.036777596,0.085118655,-0.117163637,-0.068058382,-0.065218884,0.065887996,0.126567365,0.186580587,-0.125562257,0.021945518,0.082041787,0.245099278,-0.148980571,0.128561211,0.300427879,0.21066793,-0.117336206,0.058891216,0.126077936,-0.093742845,-0.056721602,0.04570705,0.07975586,0.058567862,0.028545562,0.07975586,-0.05338225,0.113023663,0.028545562,0.089024811,-0.023403656,0.148982552,0.039146631,-0.01334355,0.113023663,0.040708767,0.024725583,0.030346601,-0.037432388,-0.01334355,0.113023663,0.062683655,-0.038807873,-0.018988695,0.181845292,-0.03728251,0.027851827,0.040708767,0.087754275,0.021045148,-0.056721602,0.087964511,0.094523512,0.011543182,0.003449589,0.027851827,0.04405074,0.020101524,0.020101524,-0.037432388,-0.073084397,0.108898811,0.094523512,-0.051386326,0.062683655,0.033799366,0.074022721,0.113023663,0.002413685,-0.006336742,-0.05338225,0.033799366,0.113281472,-0.033747513,-0.030605548,0.160501462
Q6_feat4,-0.04217665,-0.096267999,-0.065864736,0.11174465,-0.026192811,0.008680979,-0.059126077,-0.075574796,0.005017095,0.081331632,-0.072461226,-0.085140114,-0.017324157,-0.045788373,0.301358615,-0.072948632,0.072948632,-0.091804553,0.039085405,0.038017714,0.050773843,0.197228612,-0.344817463,-0.200421079,-0.282485472,1,-0.108792889,-0.100467803,-0.037442533,0.069524204,-0.075196738,-0.146064102,-0.133870508,0.206160255,-0.091276609,-0.092811409,-0.068651533,-0.002315972,0.27591287,-0.101700373,-0.061300911,-0.11271663,-0.089931236,0.026238875,0.250289426,-0.137395377,-0.236920338,-0.025313869,0.334012912,-0.115939478,-0.134668909,-0.064066022,0.096195084,-0.110829338,-0.110829338,0.100749318,-0.05079641,0.059153251,-0.022529872,0.118002905,0.057513781,-0.022529872,0.008680979,-0.031927543,-0.045339331,0.101312518,0.000565643,0.049584154,0.127599264,0.079335106,-0.031927543,-0.064658326,0.118002905,0.000815644,0.057513781,0.079335106,-0.031927543,0.079335106,-0.00672196,0.028568891,0.008680979,0.174359259,0.112527769,0.082020284,0.082020284,0.000565643,0.041389667,-0.00672196,0.057513781,0.101312518,0.059153251,0.112527769,0.057783929,-0.031927543,0.112928902,-0.045339331,0.112898751,0.0188625,-0.045339331,0.181907854,-0.039183803,0.032990508,0.0188625,-0.031927543,0.133575744,0.008680979,0.155359589,0.149287982,-0.060355128,0.100732042,0.127599264,-0.045339331
Q7_feat1,-0.013130625,-0.073663832,0.34531356,0.291573069,-0.000212625,0.017335471,0.358555033,0.336350495,0.010018883,-0.222045781,0.308468592,0.131057435,-0.05282317,0.030313367,-0.11047495,0.086835402,-0.086835402,0.19096771,-0.057569942,0.247463339,0.20115674,-0.055217664,-0.185251456,0.326113865,0.306792332,-0.108792889,1,0.595096229,0.417377443,-0.644916928,0.374473254,0.04184294,0.195213186,-0.181178604,0.168804736,0.242031765,-0.237415983,0.062027777,0.075663282,0.068171326,-0.052747835,0.021525572,0.15756962,0.204140419,-0.060874927,0.193566003,-0.067077359,0.131915402,-0.053378632,0.325100874,0.322995571,0.305049966,-0.262361458,0.162130978,0.249279047,-0.245778778,0.08265305,0.074276209,0.091092894,0.13029319,0.046387945,0.091092894,0.114972034,0.129089606,-0.022076191,0.121914622,0.185624469,0.224712205,0.037667448,0.079536085,0.129089606,0.114972034,0.095175664,0.134647427,0.114852082,0.158428153,0.129089606,0.000644017,0.11812602,0.169318896,0.212608596,-0.016367743,0.224712205,0.163790315,0.114972034,0.001129561,0.205380306,0.16197583,0.183316218,0.001312674,0.11812602,0.140915416,0.081247917,0.129089606,0.032665967,0.183316218,0.057050616,0.146238328,0.046387945,-0.044991003,0.079536085,0.182000414,0.110048035,0.129089606,0.021289422,0.212608596,0.066153752,0.104587044,0.035711439,0.10139277,0.037667448,0.114852082
